order_id,date,city,category,price,units,revenue
100455,2024-03-15,Stockholm,Toys,55.37,4,221.48
100456,2024-06-01,Göteborg,Toys,289.35,2,578.7
100457,2024-02-02,Stockholm,Home,369.61,2,739.22
100458,2024-02-23,Malmö,Electronics,654.36,6,3926.16
100459,2024-04-25,Stockholm,Clothing,368.27,1,368.27
100460,2024-06-27,Göteborg,Clothing,487.76,5,2438.8
100461,2024-04-21,Stockholm,Clothing,576.93,3,1730.79
100462,2024-06-28,Stockholm,Toys,71.78,6,430.68
100463,2024-06-28,Västerås,Sports,220.05,3,660.15
100464,2024-04-23,Uppsala,Clothing,152.3,5,761.5
100465,2024-03-13,Uppsala,Sports,478.64,4,1914.56
100466,2024-01-01,Göteborg,Clothing,413.1,2,826.2
100467,2024-01-31,Stockholm,Beauty,105.06,3,315.18
100468,2024-01-21,Stockholm,Clothing,217.59,1,217.59
100469,2024-01-24,Uppsala,Electronics,240.6,5,1203.0
100470,2024-01-19,Göteborg,Electronics,281.57,5,1407.85
100471,2024-03-01,Stockholm,Home,267.12,1,267.12
100472,2024-04-21,Stockholm,Home,176.39,3,529.17
100473,2024-05-03,Göteborg,Toys,131.25,4,525.0
100474,2024-06-01,Göteborg,Home,122.63,2,245.26
100475,2024-01-20,Göteborg,Electronics,651.4,3,1954.2
100476,2024-04-26,Göteborg,Clothing,398.05,5,1990.25
100477,2024-06-02,Stockholm,Sports,403.09,3,1209.27
100478,2024-05-06,Stockholm,Electronics,1081.69,3,3245.07
100479,2024-01-07,Stockholm,Beauty,175.96,3,527.88
100480,2024-02-25,Stockholm,Electronics,158.08,5,790.4
100481,2024-03-12,Västerås,Sports,413.61,2,827.22
100482,2024-04-03,Västerås,Electronics,1725.12,3,5175.36
100483,2024-01-11,Stockholm,Sports,501.62,2,1003.24
100484,2024-05-24,Stockholm,Clothing,462.91,6,2777.46
100485,2024-03-12,Göteborg,Toys,281.02,4,1124.08
100486,2024-06-23,Uppsala,Electronics,596.97,4,2387.88
100487,2024-06-20,Uppsala,Clothing,442.19,5,2210.95
100488,2024-06-06,Stockholm,Clothing,256.82,2,513.64
100489,2024-02-12,Stockholm,Beauty,314.76,2,629.52
100490,2024-01-16,Göteborg,Electronics,1184.79,4,4739.16
100491,2024-04-28,Stockholm,Sports,589.4,4,2357.6
100492,2024-01-04,Västerås,Clothing,362.39,2,724.78
100493,2024-03-25,Stockholm,Beauty,217.65,2,435.3
100494,2024-02-19,Göteborg,Electronics,305.42,6,1832.52
100495,2024-02-03,Stockholm,Electronics,657.85,3,1973.55
100496,2024-02-04,Stockholm,Clothing,426.06,5,2130.3
100497,2024-03-04,Stockholm,Sports,159.75,3,479.25
100498,2024-01-13,Västerås,Electronics,306.43,6,1838.58
100499,2024-04-16,Västerås,Clothing,236.11,3,708.33
100500,2024-01-27,Göteborg,Home,167.34,1,167.34
100501,2024-06-17,Stockholm,Home,366.6,2,733.2
100502,2024-02-11,Stockholm,Sports,367.1,4,1468.4
100503,2024-06-05,Västerås,Clothing,326.63,6,1959.78
100504,2024-05-23,Malmö,Electronics,1220.02,2,2440.04
100505,2024-06-29,Göteborg,Home,471.11,1,471.11
100506,2024-02-15,Uppsala,Electronics,1227.13,5,6135.65
100507,2024-02-06,Göteborg,Home,667.87,2,1335.74
100508,2024-04-13,Stockholm,Toys,232.6,1,232.6
100509,2024-05-22,Stockholm,Clothing,458.12,2,916.24
100510,2024-05-28,Stockholm,Sports,491.06,4,1964.24
100511,2024-02-03,Stockholm,Home,303.3,1,303.3
100512,2024-01-09,Stockholm,Sports,521.26,4,2085.04
100513,2024-06-02,Malmö,Toys,315.12,3,945.36
100514,2024-03-17,Uppsala,Sports,425.64,3,1276.92
100515,2024-05-25,Stockholm,Beauty,113.25,2,226.5
100516,2024-01-01,Västerås,Electronics,1037.7,4,4150.8
100517,2024-01-23,Göteborg,Clothing,424.83,2,849.66
100518,2024-02-02,Stockholm,Electronics,791.81,2,1583.62
100519,2024-06-23,Västerås,Clothing,452.43,3,1357.29
100520,2024-04-04,Stockholm,Clothing,210.2,3,630.6
100521,2024-05-01,Stockholm,Electronics,967.35,1,967.35
100522,2024-01-21,Göteborg,Toys,281.18,3,843.54
100523,2024-03-01,Stockholm,Sports,968.51,3,2905.53
100524,2024-01-27,Stockholm,Sports,317.46,1,317.46
100525,2024-04-11,Stockholm,Home,351.76,4,1407.04
100526,2024-06-28,Göteborg,Home,379.66,6,2277.96
100527,2024-05-21,Stockholm,Electronics,492.56,3,1477.68
100528,2024-04-10,Malmö,Electronics,452.25,3,1356.75
100529,2024-06-23,Stockholm,Home,405.01,3,1215.03
100530,2024-01-07,Västerås,Sports,704.63,3,2113.89
100531,2024-03-16,Stockholm,Sports,291.44,2,582.88
100532,2024-06-04,Stockholm,Electronics,1080.39,1,1080.39
100533,2024-05-10,Stockholm,Home,579.91,2,1159.82
100534,2024-05-29,Göteborg,Electronics,1160.05,4,4640.2
100535,2024-03-25,Uppsala,Sports,402.03,4,1608.12
100536,2024-01-29,Uppsala,Toys,120.03,5,600.15
100537,2024-05-27,Malmö,Home,743.43,3,2230.29
100538,2024-03-07,Uppsala,Home,608.86,5,3044.3
100539,2024-04-14,Malmö,Electronics,155.16,2,310.32
100540,2024-06-09,Uppsala,Sports,442.64,6,2655.84
100541,2024-04-03,Göteborg,Sports,162.52,6,975.12
100542,2024-02-17,Stockholm,Toys,351.34,3,1054.02
100543,2024-04-12,Malmö,Toys,258.05,2,516.1
100544,2024-02-10,Göteborg,Electronics,997.57,5,4987.85
100545,2024-05-02,Stockholm,Electronics,347.91,1,347.91
100546,2024-05-16,Uppsala,Electronics,563.63,3,1690.89
100547,2024-06-24,Uppsala,Clothing,445.67,4,1782.68
100548,2024-06-30,Göteborg,Home,50.0,1,50.0
100549,2024-01-23,Göteborg,Sports,749.76,3,2249.28
100550,2024-05-28,Stockholm,Electronics,793.25,3,2379.75
100551,2024-06-08,Stockholm,Electronics,596.77,3,1790.31
100552,2024-04-18,Uppsala,Clothing,329.86,3,989.58
100553,2024-06-02,Uppsala,Electronics,828.52,1,828.52
100554,2024-02-02,Stockholm,Beauty,305.83,1,305.83
100555,2024-05-16,Uppsala,Home,159.13,3,477.39
100556,2024-03-21,Göteborg,Home,85.99,4,343.96
100557,2024-03-10,Göteborg,Home,321.89,1,321.89
100558,2024-06-22,Göteborg,Toys,136.63,2,273.26
100559,2024-01-07,Malmö,Home,323.57,3,970.71
100560,2024-05-07,Stockholm,Home,647.87,3,1943.61
100561,2024-01-07,Stockholm,Home,522.93,3,1568.79
100562,2024-04-30,Uppsala,Beauty,50.0,3,150.0
100563,2024-06-09,Västerås,Beauty,430.15,2,860.3
100564,2024-04-23,Stockholm,Beauty,316.75,3,950.25
100565,2024-05-17,Göteborg,Clothing,231.13,2,462.26
100566,2024-04-13,Malmö,Home,354.09,1,354.09
100567,2024-01-28,Malmö,Electronics,659.78,4,2639.12
100568,2024-06-23,Uppsala,Electronics,354.62,1,354.62
100569,2024-02-15,Västerås,Clothing,365.64,3,1096.92
100570,2024-01-22,Stockholm,Home,529.31,2,1058.62
100571,2024-01-21,Göteborg,Electronics,872.06,4,3488.24
100572,2024-04-20,Stockholm,Sports,345.57,6,2073.42
100573,2024-02-01,Västerås,Clothing,331.18,2,662.36
100574,2024-06-08,Uppsala,Electronics,1160.54,1,1160.54
100575,2024-04-24,Stockholm,Home,386.02,1,386.02
100576,2024-06-12,Malmö,Toys,50.0,2,100.0
100577,2024-06-07,Uppsala,Electronics,491.95,6,2951.7
100578,2024-03-10,Stockholm,Clothing,361.99,3,1085.97
100579,2024-02-23,Göteborg,Home,50.0,3,150.0
100580,2024-01-21,Uppsala,Home,520.83,5,2604.15
100581,2024-02-04,Stockholm,Electronics,1381.97,3,4145.91
100582,2024-01-23,Stockholm,Home,197.07,3,591.21
100583,2024-06-18,Stockholm,Electronics,939.04,3,2817.12
100584,2024-01-24,Uppsala,Home,127.36,4,509.44
100585,2024-04-03,Stockholm,Clothing,417.88,3,1253.64
100586,2024-03-14,Stockholm,Home,278.34,3,835.02
100587,2024-03-09,Uppsala,Electronics,1025.42,4,4101.68
100588,2024-05-06,Stockholm,Home,288.62,4,1154.48
100589,2024-05-04,Göteborg,Home,345.27,2,690.54
100590,2024-06-18,Göteborg,Toys,181.12,3,543.36
100591,2024-06-06,Stockholm,Clothing,392.75,3,1178.25
100592,2024-05-13,Malmö,Clothing,313.14,3,939.42
100593,2024-02-21,Uppsala,Toys,157.83,2,315.66
100594,2024-03-22,Malmö,Sports,232.25,2,464.5
100595,2024-06-02,Uppsala,Home,317.38,2,634.76
100596,2024-04-09,Stockholm,Clothing,399.14,3,1197.42
100597,2024-02-10,Stockholm,Clothing,347.11,2,694.22
100598,2024-06-30,Stockholm,Electronics,445.84,2,891.68
100599,2024-02-29,Uppsala,Electronics,1107.68,5,5538.4
100600,2024-03-17,Stockholm,Electronics,760.1,3,2280.3
100601,2024-05-31,Uppsala,Home,509.47,1,509.47
100602,2024-04-28,Västerås,Electronics,860.61,2,1721.22
100603,2024-04-04,Göteborg,Electronics,784.84,4,3139.36
100604,2024-05-06,Uppsala,Electronics,287.23,3,861.69
100605,2024-06-16,Stockholm,Electronics,828.47,2,1656.94
100606,2024-06-10,Malmö,Home,720.78,1,720.78
100607,2024-02-08,Uppsala,Home,508.76,1,508.76
100608,2024-05-01,Göteborg,Sports,731.76,3,2195.28
100609,2024-01-01,Malmö,Clothing,480.18,3,1440.54
100610,2024-05-02,Stockholm,Beauty,355.73,5,1778.65
100611,2024-01-20,Stockholm,Sports,1028.83,4,4115.32
100612,2024-04-20,Stockholm,Beauty,413.21,2,826.42
100613,2024-06-01,Stockholm,Clothing,125.74,3,377.22
100614,2024-05-13,Uppsala,Clothing,584.86,4,2339.44
100615,2024-04-25,Stockholm,Toys,137.73,5,688.65
100616,2024-04-03,Göteborg,Home,733.28,1,733.28
100617,2024-04-29,Göteborg,Clothing,395.58,5,1977.9
100618,2024-04-22,Stockholm,Sports,508.74,2,1017.48
100619,2024-01-03,Uppsala,Clothing,575.26,2,1150.52
100620,2024-06-12,Göteborg,Home,253.05,5,1265.25
100621,2024-03-10,Stockholm,Sports,617.57,2,1235.14
100622,2024-06-14,Göteborg,Electronics,1317.28,4,5269.12
100623,2024-03-05,Stockholm,Beauty,177.34,3,532.02
100624,2024-03-23,Stockholm,Toys,286.5,3,859.5
100625,2024-02-07,Malmö,Clothing,289.56,2,579.12
100626,2024-01-28,Stockholm,Clothing,306.44,2,612.88
100627,2024-06-23,Västerås,Clothing,289.04,2,578.08
100628,2024-02-16,Göteborg,Clothing,50.0,3,150.0
100629,2024-01-10,Malmö,Sports,226.99,4,907.96
100630,2024-03-28,Göteborg,Home,50.0,2,100.0
100631,2024-05-12,Göteborg,Home,235.09,5,1175.45
100632,2024-05-20,Malmö,Electronics,759.53,7,5316.71
100633,2024-03-26,Malmö,Sports,314.08,5,1570.4
100634,2024-02-03,Uppsala,Home,643.84,3,1931.52
100635,2024-06-01,Stockholm,Beauty,137.89,4,551.56
100636,2024-05-30,Göteborg,Clothing,359.23,3,1077.69
100637,2024-04-21,Malmö,Electronics,897.1,1,897.1
100638,2024-03-25,Malmö,Toys,151.3,3,453.9
100639,2024-01-03,Malmö,Beauty,267.89,2,535.78
100640,2024-01-08,Göteborg,Home,228.81,1,228.81
100641,2024-06-22,Stockholm,Electronics,1618.09,1,1618.09
100642,2024-06-15,Malmö,Electronics,1065.59,1,1065.59
100643,2024-02-20,Stockholm,Sports,486.32,3,1458.96
100644,2024-01-22,Göteborg,Electronics,1018.63,2,2037.26
100645,2024-02-14,Malmö,Home,687.36,2,1374.72
100646,2024-05-30,Stockholm,Electronics,1762.28,3,5286.84
100647,2024-06-25,Stockholm,Toys,50.0,2,100.0
100648,2024-03-20,Stockholm,Home,659.57,1,659.57
100649,2024-05-03,Stockholm,Electronics,616.76,2,1233.52
100650,2024-06-27,Malmö,Sports,283.21,5,1416.05
100651,2024-01-28,Malmö,Clothing,217.54,5,1087.7
100652,2024-04-08,Västerås,Home,433.0,3,1299.0
100653,2024-04-15,Stockholm,Clothing,308.11,4,1232.44
100654,2024-01-29,Stockholm,Clothing,206.57,1,206.57
100655,2024-04-11,Stockholm,Home,318.32,5,1591.6
100656,2024-03-18,Stockholm,Beauty,336.38,2,672.76
100657,2024-06-04,Uppsala,Sports,512.01,3,1536.03
100658,2024-04-19,Stockholm,Beauty,95.14,2,190.28
100659,2024-06-23,Uppsala,Electronics,658.93,3,1976.79
100660,2024-01-04,Stockholm,Clothing,754.64,2,1509.28
100661,2024-05-09,Uppsala,Sports,459.13,5,2295.65
100662,2024-04-19,Stockholm,Electronics,744.59,2,1489.18
100663,2024-03-04,Stockholm,Clothing,50.0,3,150.0
100664,2024-01-29,Malmö,Home,165.13,2,330.26
100665,2024-03-29,Stockholm,Beauty,421.44,3,1264.32
100666,2024-04-04,Stockholm,Beauty,322.55,2,645.1
100667,2024-06-23,Stockholm,Home,526.43,2,1052.86
100668,2024-01-15,Stockholm,Sports,440.46,3,1321.38
100669,2024-06-14,Stockholm,Electronics,270.99,2,541.98
100670,2024-04-06,Malmö,Sports,522.92,2,1045.84
100671,2024-06-25,Västerås,Sports,427.0,6,2562.0
100672,2024-02-09,Stockholm,Beauty,231.2,1,231.2
100673,2024-05-23,Göteborg,Clothing,698.59,3,2095.77
100674,2024-04-11,Göteborg,Sports,547.42,4,2189.68
100675,2024-04-17,Stockholm,Sports,696.35,8,5570.8
100676,2024-02-03,Malmö,Electronics,1230.41,3,3691.23
100677,2024-05-06,Stockholm,Clothing,408.44,2,816.88
100678,2024-05-13,Göteborg,Clothing,318.18,3,954.54
100679,2024-04-12,Stockholm,Toys,124.85,5,624.25
100680,2024-03-27,Uppsala,Clothing,644.4,4,2577.6
100681,2024-06-29,Malmö,Toys,211.4,3,634.2
100682,2024-04-23,Göteborg,Electronics,411.72,2,823.44
100683,2024-05-28,Malmö,Home,495.56,2,991.12
100684,2024-04-08,Stockholm,Clothing,559.74,4,2238.96
100685,2024-06-05,Uppsala,Home,574.96,1,574.96
100686,2024-01-02,Stockholm,Home,50.0,2,100.0
100687,2024-04-06,Uppsala,Electronics,479.27,2,958.54
100688,2024-01-26,Malmö,Electronics,1000.05,4,4000.2
100689,2024-02-13,Västerås,Beauty,296.75,4,1187.0
100690,2024-01-18,Stockholm,Sports,841.15,4,3364.6
100691,2024-04-07,Västerås,Home,50.0,3,150.0
100692,2024-01-30,Malmö,Sports,432.51,3,1297.53
100693,2024-04-17,Stockholm,Electronics,566.84,1,566.84
100694,2024-01-23,Stockholm,Electronics,746.36,4,2985.44
100695,2024-02-17,Göteborg,Clothing,626.18,2,1252.36
100696,2024-05-06,Stockholm,Electronics,562.39,2,1124.78
100697,2024-01-23,Malmö,Sports,684.13,3,2052.39
100698,2024-02-09,Malmö,Home,659.28,2,1318.56
100699,2024-03-04,Stockholm,Beauty,214.26,3,642.78
100700,2024-03-12,Malmö,Clothing,313.46,2,626.92
100701,2024-05-21,Göteborg,Home,625.85,3,1877.55
100702,2024-05-03,Stockholm,Clothing,114.7,2,229.4
100703,2024-04-19,Malmö,Electronics,702.06,3,2106.18
100704,2024-03-18,Stockholm,Electronics,761.53,2,1523.06
100705,2024-01-02,Uppsala,Electronics,50.0,2,100.0
100706,2024-05-01,Göteborg,Home,255.11,4,1020.44
100707,2024-01-04,Göteborg,Beauty,205.34,1,205.34
100708,2024-04-09,Malmö,Sports,775.2,4,3100.8
100709,2024-01-09,Uppsala,Clothing,104.24,3,312.72
100710,2024-01-16,Göteborg,Toys,212.63,2,425.26
100711,2024-04-05,Malmö,Beauty,234.24,2,468.48
100712,2024-06-08,Göteborg,Home,50.0,2,100.0
100713,2024-01-27,Stockholm,Sports,601.66,1,601.66
100714,2024-01-15,Malmö,Clothing,123.33,3,369.99
100715,2024-03-08,Stockholm,Sports,481.27,2,962.54
100716,2024-01-25,Göteborg,Home,215.2,2,430.4
100717,2024-01-15,Stockholm,Clothing,259.14,2,518.28
100718,2024-01-12,Malmö,Electronics,50.0,3,150.0
100719,2024-03-11,Malmö,Sports,365.51,2,731.02
100720,2024-05-31,Uppsala,Electronics,1111.37,4,4445.48
100721,2024-03-10,Göteborg,Electronics,678.55,5,3392.75
100722,2024-04-21,Västerås,Clothing,208.99,4,835.96
100723,2024-06-17,Göteborg,Clothing,254.29,4,1017.16
100724,2024-02-29,Stockholm,Home,615.33,3,1845.99
100725,2024-01-31,Uppsala,Beauty,81.1,3,243.3
100726,2024-05-28,Göteborg,Clothing,363.95,4,1455.8
100727,2024-02-29,Göteborg,Electronics,50.0,2,100.0
100728,2024-03-15,Uppsala,Beauty,261.79,4,1047.16
100729,2024-01-14,Stockholm,Clothing,445.38,3,1336.14
100730,2024-04-11,Stockholm,Sports,386.34,3,1159.02
100731,2024-03-22,Stockholm,Home,520.09,4,2080.36
100732,2024-01-14,Malmö,Beauty,171.57,5,857.85
100733,2024-05-31,Stockholm,Clothing,187.1,3,561.3
100734,2024-01-25,Uppsala,Clothing,412.16,4,1648.64
100735,2024-04-18,Malmö,Home,575.59,3,1726.77
100736,2024-04-17,Västerås,Toys,50.0,3,150.0
100737,2024-06-04,Stockholm,Toys,121.88,3,365.64
100738,2024-03-28,Västerås,Sports,759.6,3,2278.8
100739,2024-01-18,Göteborg,Electronics,188.67,7,1320.69
100740,2024-02-26,Göteborg,Beauty,192.56,1,192.56
100741,2024-04-07,Malmö,Clothing,415.5,2,831.0
100742,2024-06-18,Göteborg,Toys,151.38,1,151.38
100743,2024-03-07,Göteborg,Home,584.8,4,2339.2
100744,2024-05-19,Göteborg,Electronics,584.26,1,584.26
100745,2024-06-12,Stockholm,Beauty,208.48,2,416.96
100746,2024-03-09,Västerås,Clothing,397.19,2,794.38
100747,2024-03-23,Uppsala,Home,549.9,3,1649.7
100748,2024-03-16,Göteborg,Home,503.81,4,2015.24
100749,2024-03-31,Stockholm,Toys,232.43,2,464.86
100750,2024-01-17,Uppsala,Electronics,1012.0,3,3036.0
100751,2024-06-19,Stockholm,Clothing,347.27,4,1389.08
100752,2024-04-01,Uppsala,Electronics,1070.16,2,2140.32
100753,2024-02-09,Stockholm,Beauty,234.96,4,939.84
100754,2024-01-22,Uppsala,Clothing,385.52,2,771.04
100755,2024-05-17,Uppsala,Clothing,50.79,4,203.16
100756,2024-04-14,Göteborg,Clothing,145.93,3,437.79
100757,2024-05-13,Göteborg,Home,615.56,1,615.56
100758,2024-01-17,Uppsala,Beauty,515.81,4,2063.24
100759,2024-03-16,Västerås,Clothing,139.17,2,278.34
100760,2024-06-26,Stockholm,Beauty,69.67,3,209.01
100761,2024-03-20,Stockholm,Clothing,125.33,2,250.66
100762,2024-06-01,Uppsala,Electronics,791.12,1,791.12
100763,2024-02-02,Malmö,Sports,190.07,2,380.14
100764,2024-01-01,Stockholm,Beauty,109.65,3,328.95
100765,2024-03-19,Göteborg,Sports,603.91,1,603.91
100766,2024-05-07,Stockholm,Home,856.42,2,1712.84
100767,2024-05-24,Stockholm,Sports,256.38,4,1025.52
100768,2024-06-19,Malmö,Sports,995.36,3,2986.08
100769,2024-05-26,Malmö,Home,583.65,1,583.65
100770,2024-02-23,Malmö,Electronics,1169.44,5,5847.2
100771,2024-04-23,Uppsala,Toys,298.6,5,1493.0
100772,2024-03-23,Stockholm,Toys,158.42,4,633.68
100773,2024-03-24,Göteborg,Sports,586.62,1,586.62
100774,2024-01-01,Stockholm,Clothing,204.78,4,819.12
100775,2024-05-23,Malmö,Toys,211.73,4,846.92
100776,2024-05-31,Malmö,Sports,693.42,5,3467.1
100777,2024-05-31,Göteborg,Home,499.12,1,499.12
100778,2024-04-10,Västerås,Beauty,372.9,2,745.8
100779,2024-06-17,Göteborg,Beauty,439.15,2,878.3
100780,2024-06-09,Västerås,Clothing,446.57,1,446.57
100781,2024-05-04,Malmö,Home,334.8,4,1339.2
100782,2024-04-04,Västerås,Home,511.31,2,1022.62
100783,2024-01-15,Uppsala,Clothing,334.4,5,1672.0
100784,2024-03-05,Stockholm,Beauty,182.46,2,364.92
100785,2024-04-22,Malmö,Home,465.58,1,465.58
100786,2024-05-19,Stockholm,Electronics,742.18,2,1484.36
100787,2024-06-11,Stockholm,Home,124.73,3,374.19
100788,2024-02-06,Stockholm,Electronics,1015.92,3,3047.76
100789,2024-01-30,Göteborg,Beauty,106.89,1,106.89
100790,2024-01-11,Göteborg,Electronics,528.37,3,1585.11
100791,2024-02-01,Västerås,Toys,368.54,5,1842.7
100792,2024-01-02,Göteborg,Home,297.76,2,595.52
100793,2024-05-17,Göteborg,Clothing,395.67,3,1187.01
100794,2024-05-03,Malmö,Sports,595.73,5,2978.65
100795,2024-06-22,Stockholm,Electronics,1070.27,2,2140.54
100796,2024-01-22,Uppsala,Home,317.25,3,951.75
100797,2024-03-13,Stockholm,Home,302.39,3,907.17
100798,2024-04-27,Stockholm,Electronics,1355.06,2,2710.12
100799,2024-02-24,Stockholm,Sports,220.95,2,441.9
100800,2024-01-30,Uppsala,Sports,580.27,3,1740.81
100801,2024-06-29,Stockholm,Clothing,375.47,3,1126.41
100802,2024-03-29,Västerås,Home,200.96,1,200.96
100803,2024-01-21,Stockholm,Electronics,115.78,5,578.9
100804,2024-03-22,Stockholm,Electronics,421.75,1,421.75
100805,2024-01-20,Uppsala,Sports,809.35,3,2428.05
100806,2024-04-22,Malmö,Clothing,439.19,3,1317.57
100807,2024-06-15,Göteborg,Sports,912.3,4,3649.2
100808,2024-02-04,Stockholm,Toys,173.4,1,173.4
100809,2024-01-29,Uppsala,Clothing,187.11,2,374.22
100810,2024-04-19,Stockholm,Electronics,292.01,2,584.02
100811,2024-02-25,Uppsala,Sports,412.42,4,1649.68
100812,2024-04-25,Göteborg,Electronics,201.82,3,605.46
100813,2024-06-29,Malmö,Toys,133.58,5,667.9
100814,2024-06-24,Stockholm,Home,427.92,3,1283.76
100815,2024-03-07,Stockholm,Clothing,429.81,3,1289.43
100816,2024-02-01,Göteborg,Clothing,803.43,4,3213.72
100817,2024-02-27,Malmö,Electronics,670.81,4,2683.24
100818,2024-03-18,Göteborg,Electronics,684.54,2,1369.08
100819,2024-03-09,Malmö,Beauty,153.97,1,153.97
100820,2024-01-28,Malmö,Sports,767.33,1,767.33
100821,2024-03-12,Stockholm,Clothing,280.87,1,280.87
100822,2024-04-18,Stockholm,Electronics,870.81,2,1741.62
100823,2024-02-29,Malmö,Sports,110.8,1,110.8
100824,2024-01-13,Stockholm,Clothing,174.17,3,522.51
100825,2024-01-18,Stockholm,Clothing,81.87,1,81.87
100826,2024-06-27,Stockholm,Clothing,337.69,2,675.38
100827,2024-02-19,Stockholm,Electronics,731.11,4,2924.44
100828,2024-02-12,Stockholm,Electronics,114.85,4,459.4
100829,2024-03-25,Uppsala,Beauty,395.78,1,395.78
100830,2024-02-15,Göteborg,Electronics,118.07,4,472.28
100831,2024-01-24,Göteborg,Toys,401.52,2,803.04
100832,2024-01-05,Stockholm,Electronics,1446.15,2,2892.3
100833,2024-06-06,Uppsala,Sports,428.98,5,2144.9
100834,2024-02-12,Stockholm,Home,218.54,2,437.08
100835,2024-02-22,Uppsala,Clothing,420.31,6,2521.86
100836,2024-05-31,Stockholm,Electronics,904.05,2,1808.1
100837,2024-04-12,Uppsala,Home,50.0,4,200.0
100838,2024-05-21,Stockholm,Electronics,146.54,1,146.54
100839,2024-06-12,Göteborg,Electronics,1432.54,1,1432.54
100840,2024-06-02,Stockholm,Electronics,689.29,1,689.29
100841,2024-01-13,Göteborg,Electronics,495.61,6,2973.66
100842,2024-01-21,Stockholm,Sports,750.19,2,1500.38
100843,2024-03-30,Uppsala,Clothing,383.18,3,1149.54
100844,2024-04-07,Stockholm,Home,103.99,4,415.96
100845,2024-02-09,Stockholm,Electronics,609.43,5,3047.15
100846,2024-02-12,Stockholm,Electronics,731.72,5,3658.6
100847,2024-02-28,Göteborg,Home,636.3,3,1908.9
100848,2024-02-18,Malmö,Clothing,326.18,1,326.18
100849,2024-06-23,Uppsala,Toys,283.33,2,566.66
100850,2024-05-26,Stockholm,Home,448.92,2,897.84
100851,2024-05-19,Göteborg,Home,211.07,1,211.07
100852,2024-02-05,Stockholm,Sports,649.24,1,649.24
100853,2024-05-01,Göteborg,Clothing,472.54,3,1417.62
100854,2024-04-03,Stockholm,Home,609.23,2,1218.46
100855,2024-04-17,Göteborg,Electronics,795.27,3,2385.81
100856,2024-02-02,Göteborg,Electronics,307.54,3,922.62
100857,2024-04-17,Malmö,Electronics,338.56,3,1015.68
100858,2024-05-06,Malmö,Toys,108.78,2,217.56
100859,2024-03-27,Göteborg,Toys,222.81,3,668.43
100860,2024-03-02,Stockholm,Beauty,248.72,4,994.88
100861,2024-06-17,Uppsala,Clothing,359.05,4,1436.2
100862,2024-01-19,Uppsala,Sports,347.54,1,347.54
100863,2024-04-10,Göteborg,Beauty,63.84,3,191.52
100864,2024-01-31,Stockholm,Home,225.42,2,450.84
100865,2024-02-19,Uppsala,Electronics,1305.04,2,2610.08
100866,2024-06-18,Göteborg,Electronics,946.68,1,946.68
100867,2024-04-12,Västerås,Clothing,175.67,2,351.34
100868,2024-01-17,Stockholm,Electronics,459.74,4,1838.96
100869,2024-01-06,Västerås,Toys,103.6,5,518.0
100870,2024-02-29,Göteborg,Home,455.94,1,455.94
100871,2024-01-19,Uppsala,Electronics,414.93,6,2489.58
100872,2024-02-09,Stockholm,Clothing,365.57,2,731.14
100873,2024-05-03,Malmö,Electronics,616.49,2,1232.98
100874,2024-02-14,Göteborg,Clothing,230.56,3,691.68
100875,2024-02-11,Göteborg,Beauty,416.01,2,832.02
100876,2024-03-10,Malmö,Home,50.0,7,350.0
100877,2024-05-31,Uppsala,Sports,271.61,4,1086.44
100878,2024-05-29,Malmö,Clothing,210.76,3,632.28
100879,2024-02-22,Uppsala,Electronics,920.71,5,4603.55
100880,2024-03-18,Malmö,Electronics,667.16,5,3335.8
100881,2024-05-31,Stockholm,Clothing,232.96,1,232.96
100882,2024-06-01,Uppsala,Beauty,421.84,3,1265.52
100883,2024-05-24,Stockholm,Home,427.36,1,427.36
100884,2024-05-02,Stockholm,Clothing,616.53,3,1849.59
100885,2024-04-24,Västerås,Sports,245.15,4,980.6
100886,2024-04-19,Göteborg,Sports,418.64,3,1255.92
100887,2024-06-11,Stockholm,Clothing,501.92,4,2007.68
100888,2024-02-25,Malmö,Sports,480.89,2,961.78
100889,2024-01-28,Stockholm,Clothing,285.52,1,285.52
100890,2024-02-03,Stockholm,Toys,282.56,3,847.68
100891,2024-03-05,Uppsala,Home,411.03,5,2055.15
100892,2024-04-20,Stockholm,Beauty,230.8,2,461.6
100893,2024-05-07,Västerås,Clothing,490.06,3,1470.18
100894,2024-05-10,Uppsala,Clothing,329.72,6,1978.32
100895,2024-02-25,Malmö,Sports,532.27,3,1596.81
100896,2024-01-22,Stockholm,Electronics,824.37,4,3297.48
100897,2024-06-18,Uppsala,Sports,173.27,5,866.35
100898,2024-05-11,Stockholm,Electronics,339.73,2,679.46
100899,2024-04-09,Göteborg,Electronics,845.52,2,1691.04
100900,2024-04-27,Stockholm,Sports,300.68,3,902.04
100901,2024-01-12,Uppsala,Toys,579.14,1,579.14
100902,2024-02-06,Uppsala,Clothing,272.73,1,272.73
100903,2024-02-10,Göteborg,Electronics,864.66,5,4323.3
100904,2024-02-27,Göteborg,Sports,757.29,3,2271.87
100905,2024-03-03,Stockholm,Beauty,190.27,3,570.81
100906,2024-03-11,Stockholm,Sports,513.02,4,2052.08
100907,2024-05-12,Malmö,Beauty,225.69,7,1579.83
100908,2024-03-31,Stockholm,Toys,328.26,3,984.78
100909,2024-03-29,Uppsala,Clothing,175.82,3,527.46
